Organisation,Title,Date,Link,Text
ECPAT UK,ECPAT UK launches legal challenge to Kent County Council and the Home Secretary on the accommodation of unaccompanied children,11-Jun-23,https://www.ecpat.org.uk/news/ecpat-uk-launches-legal-challenge,"ECPAT UK launches legal challenge against Kent County Council and the Secretary of State for the Home Department on the accommodation of unaccompanied children in Home Office hotels. ECPAT UK launches legal challenge on the continued practice by the Home Office of unlawfully placing unaccompanied children in hotels ECPAT UK also challenges Kent County Council’s derogation of duties towards children in need With over 150 children who remain missing from these hotels and 5,570 accommodated there so far, this practice must end. The Home Office continues to unlawfully accommodate unaccompanied children in hotels. This is despite significant media attention earlier this year, following an investigation by The Observer, revealing children have been emotionally abused by hotel staff and that of those known to have gone missing, some were subjected to human trafficking . ECPAT UK’s case asserts there is no legal basis for Kent County Council to derogate from their duties and obligations to children in need and that the Home Office has no authority to place them in hotels. Important statutory measures are in place under the Children Act 1989 which underpins the child welfare and child protection legal framework. This legislation ensures that children who do not have parents or other responsible adults to look after them have their needs properly identified, met and protected by local authorities. In January over 100 charities from the children and refugee sectors wrote to the Prime Minister to express their grave concern about unaccompanied children going missing from Home Office hotels. ECPAT UK has attempted through every available means to persuade Ministers and government departments to end this unlawful practice. Despite these steps, the government continues to refuse to commit to an exit strategy and instead is attempting to legislate to give the Home Office powers to accommodate children in the Illegal Migration Bill. For the first time in its history, ECPAT UK is taking steps to legally challenge the government and Kent County Council to uphold the rights of children. The charity has instructed the firm Freshfields Bruckhaus Deringer LLP who have instructed Richard Drabble KC from Landmark Chambers, Shu Shin Luh and Antonia Benfield from Doughty Street Chambers. Figures shared by the Minister in this week’s House of Lords debate on the Illegal Migration Bill show the scale of this continuing harmful practice. 5,570 children have been accommodated in Home Office hotels so far, and the whereabouts of 154 of the more than 400 children who have gone missing are still unknown. It has recently come to light that there is an agreement between Kent County Council, the Department for Education and the Home Office which sanctions the abdication of responsibility by Kent County Council to perform their mandatory duties to unaccompanied children. This agreement has been in place since September 2021, completely devoid of public knowledge or scrutiny. ECPAT UK remains deeply concerned that children are being directly accommodated by the Home Office outside of local authority care and denied the statutory care and protection to which Parliament has long decided that they are entitled. It is a matter of significant public importance that every child in the UK is treated without discrimination and can practicably access their rights regardless of their immigration status. Patricia Durr, CEO of ECPAT UK (Every Child Protected Against Trafficking), said: “This is a national child protection scandal that we cannot allow to continue. As a small charity concerned with the rights of some of the most vulnerable children subject to the very worst crimes, we have been left with no choice.  Children have been harmed, children are missing, and children have been exploited.” “It is the shocking but inevitable consequence of Kent County Council abdicating their obligations with the sanction of the Home Office, which itself is operating outside of the law. It is clear the Home Office has no authority, power, or expertise to accommodate vulnerable children. It is abhorrent that instead of upholding the rights of all children, the government is seeking to legislate to seize powers under the Illegal Migration Bill. Our domestic law and our international obligations demand that children are treated without discrimination and in their best interests, regardless of who they are, where they came from or how they got here”. “The Children Act 1989, enshrined in law by a Conservative administration with cross-party support is the bedrock of our commitment to children and we will not allow it to be dismantled.” “Despite evidence of the significant harm suffered by many unaccompanied children, the government has opted to entrench this discriminatory practice in law leaving traumatised and separated children without the protection to which they are entitled under the Children Act 1989 and the United Nations Convention on the Rights of the Child. This cannot and will not be tolerated.” —ENDS— Notes to editors: ECPAT UK press contact: [email protected] and 020 7607 2136 Charities wrote to Ministers to highlight these concerns as early as 2021 Previous ECPAT UK report from June 2022 highlighted these concerns Charities letter to the Prime Minster in January 2023 Children’s charities including the NSPCC and Barnardos wrote a joint statement calling for care for every child in need under the Children Act 1989 in March 2023 Recent judgement in the Family Court Division of the High Court confirms that unaccompanied children have the same rights under Children Act 1989 and that the Home Office practice does not change local authority duties towards them Published: 11 th June, 2023 Updated: 28 th July, 2023 Author: Patricia Durr Share this page Email Facebook Twitter"
ECPAT UK,Refugee Month - join us in calling for #CareForEveryChild,01-Jun-23,https://www.ecpat.org.uk/news/refugee-month-care-for-every-child,"June is observed around the world as Refugee Awareness Month culminating in World Refugee Day on 20th June. In the UK Refugee Week is celebrating its 25th year with the theme of compassion. We are observing this month by continued campaigning to raise concerns about the Illegal Migration Bill - find out more at a lunchtime webinar on 16th June a trauma informed workshop Creativity as a Container on 14th June Champions for Children – match funding campaign to raise funds for our direct work supporting child victims of trafficking from 6th -20th June an invitation to run for us on Saturday 17th June at your local Park Run or anywhere you fancy! Champions for Children - double your donation During Refugee Month we are participating in the Champions for Children match funding campaign from 6th June – 20th June 2023. During this campaign charities taking part will raise public donations which will be DOUBLED through matched funding supported by The Childhood Trust Huge and individual donors who have contributed via pledges to  kickstart the campaign to support our direct work with child victims of trafficking: to develop our Hardship Fund to mitigate the cost-of-living crisis and provide vouchers to those in need of food, clothing & other provisions expand our services providing more 1:1 and groups sessions and activities to support and promote children's wellbeing Creativity as a Container: exploring the use of myth and fairy tales in facilitating safe space while supporting children and young people victims of trafficking. This workshop explores the themes of power, control, exploitation, grief, and trauma using ageless fairy tales as a case study.  The workshop aims to share practical tools and theory with practitioners who support children and young people living with trauma.  Participants will experience a trauma informed session that highlights the importance of safe space while supporting children and young people and learn creative ways to create it. We will be guided by the Jungian theory of archetypes and the Sesame approach to therapy. Join us to experience the transformative force of creativity! This is an experiential session delivered in person. The workshop is recommended to youth workers, social workers, key workers and mental health practitioners or anyone interested to learn something new! Everyone is welcome! The workshop will be facilitated by Elias Matar the youth programme manager at ECPAT UK. Elias Matar is a play specialist, drama and movement therapist, workshop facilitator, performer storyteller. Date: Wednesday 14 th June 2023 Time: 4:00 pm – 5:30 pm BOOK NOW! FREE Lunchtime Webinar: What does the Illegal Migration Bill mean for children? Come and hear about what the proposed changes to the law and the impact on children including child victims of trafficking. Our Head of Policy, Advocacy and Research will be joined by members of our Youth Advisory Group who will share what they would like you to do to protect their rights to protection and care. Date Friday 16 th June 2023 Time: 12:00 - 13:00 BOOK NOW! Published: 1 st June, 2023 Updated: 8 th June, 2023 Author: Patricia Durr Share this page Email Facebook Twitter"
ECPAT UK,ECPAT UK secures support from Propel funding collaboration to reach more young victims,28-Apr-23,https://www.ecpat.org.uk/news/ecpat-uk-secures-support-from-propel-funding-collaboration-to-reach-more-young-victims,"ECPAT UK has secured a grant from the Greater London Authority through the Propel initiative, a long-term funding collaboration aimed at giving  capital’s civil society and communities the flexibility, trust and capacity to make long-term, systemic change in London. The grant will support the charity’s Youth Programme to provide high quality one to one and group mentoring to young victims of trafficking across London over the next two years. Patricia Durr, ECPAT UK CEO said: “We are delighted to receive this funding from the Greater London Authority via Propel. It will help us to reach out to many more young victims of trafficking at a time when more support is so desperately needed. We were very impressed with the whole process and delighted to have been interviewed by a young assessor as part of the selection process and that the specialist trauma-informed, child centred and rights based approach that we bring was understood and appreciated.” Propel is powered by London Funders and supported by a growing list of funders, including Bloomberg, City Bridge Trust – the City of London Corporation’s charity funder – The National Lottery Community Fund, the Mayor of London, Sadiq Khan, and main advice funders, such as Trust for London, coordinated by London Legal Support Trust. More information about the Propel collaboration is available here . Published: 28 th April, 2023 Updated: 11 th June, 2023 Author: Patricia Durr Share this page Email Facebook Twitter"
ECPAT UK,Care for every child: Duties to care for children must apply equally to all children,08-Mar-23,https://www.ecpat.org.uk/news/care-for-every-child,"Joint statement in response to the Illegal Migration Bill Children's charities including NSPCC, Barnardo's, Action for Children, The Children's Society and National Children's Bureau coordinated by Children England and ECPAT UK condemn proposals set out in the Illegal Migration Bill to create a segregated system of care for unaccompanied children outside of local authority social care duties under our child welfare legislation in the Children Act 1989 Every child is unique, special and equally entitled to our respect, care and protection, no matter who they are, where they were born or how they came to be in a particular part of the UK. The Children Act 1989 is the legal foundation for protecting all children in England and Wales equally. Removing any group of children from any of its provisions profoundly undermines it, and creates an unacceptable segregation between those children who are entitled to the full care, support and protection of children’s legislation and other children who have been placed outside of it. To remove rights for some children is to deny the intrinsic rights of all children. Through the Illegal Migration Bill the Home Secretary plans to seek a range of powers in respect of unaccompanied children which gravely concern us, including powers to directly accommodate them on arrival and subsequently transfer them. This legal change would leave some of the world’s most vulnerable children outside of the very system designed to give children in their circumstances a home, safety, recovery from their trauma and support to reach their unique potential. As children’s organisations we disagree in principle with this prospect, out of profound concern for the children it would affect, and for the long term implications of undermining the universality of protection provided by the Children Act 1989, and the UK’s fulfilment of its international obligations under the United Nations Convention on the Rights of the Child. The practice of the Home Office putting unaccompanied children in hotels, from which hundreds are disappearing, must stop. Attempting to set it on more solid footing through legislation runs counter to the Government’s commitment to end the use of hotels and will only worsen and prolong the huge child protection failure already unfolding. Many of us have warned since 2021 against this dangerous temporary measure, recognising that the real solution is to invest in local authorities so that they can fulfil their duties to these children under the Children Act. Two years later, hundreds of children have gone missing from Home Office-run hotels, and over 200 remain untraceable. The Home Office has not only failed to ensure children have the health, education and legal support1 that a corporate parent is required to provide, but it has lost many of the children in its ‘care’, and appears unwilling to take responsibility for finding them2 . We will resist any attempt to formalise such practices and we are united in urging that the Government instead focuses on ending the use of hotels altogether, finding the missing children, and resourcing councils properly to provide the standards of care and protection to which every child is entitled. Signed: Sir Peter Wanless, CEO, NSPCC Lynn Perry MBE, CEO, Barnardo’s Mark Russell, CEO, The Children’s Society Anna Feuchtwang, CEO, National Children’s Bureau Paul Carberry, CEO, Action for Children Dr Carol Homden CBE, Group CEO, Coram Patricia Durr, CEO, ECPAT UK Kathy Evans, CEO, Children England Carolyne Willow, Director, Article 39 Louise King, Director, CRAE (part of Just for Kids Law) Kamena Dorling, Chair, Refugee and Migrant Children’s Consortium Lauren Seager-Smith, CEO, Kidscape Lee Dema, Project Manager, St Matthew’s Project Mark Lee, Chief Executive, The Together Trust Justin Humphreys, CEO, thirtyone:eight Andy Elvin, CEO, TACT Martin Auton-Lloyd, CEO, Family Support Work Robyn Kemp, Chair, Social Pedagogy Professional Association Richard Hammond, CEO, The Separated Child Foundation David Holmes, CEO, Family Action Katharine Sacks-Jones, CEO, Become Leigh Elliott, CEO, Children North East Sheila Taylor MBE, CEO, NWG Kate Wareham, Children and Young People Director, Catch 22 Brigid Robinson, Managing Director, Coram Voice Rita Waters, Group Chief Executive, NYAS (National Youth Advocacy Service) Footnotes [1] An inspection of the use of hotels for housing unaccompanied asylum-seeking children (UASC) March - May 2022 by the Independent Chief Inspector of Borders and Immigration [2] Hansard, Commons debate 24th January 2023 Published: 8 th March, 2023 Updated: 16 th February, 2024 Author: Patricia Durr Share this page Email Facebook Twitter"
ECPAT UK,"Over 100 charities call for action on children going missing from Home Office hotels, at risk of trafficking and exploitation",26-Jan-23,https://www.ecpat.org.uk/news/charities-call-for-action-on-children-missing-in-hotels,"Charities including NSPCC, Barnardo’s, The Children’s Society, ECPAT UK and the Refugee Council have written to the Prime Minister Hundreds of children have gone missing from hotels and are suspected of being trafficked and exploited The Home Office is unlawfully housing separated children in unsafe hotels, where they could be targeted by criminals Over 100 charities from the refugee and children’s sectors have written to the Prime Minister today to express their grave concern about separated children seeking asylum going missing from Home Office hotels. The children are suspected of being exploited and are accommodated outside of the UK’s child welfare framework which applies to all children, regardless of their immigration status. In the open letter coordinated by ECPAT UK and the Refugee Council, charities including major UK children’s charities NSPCC, Barnardo’s, Action for Children, Coram, The Children’s Society and National Children’s Bureau, are calling for the Home Office to stop accommodating separated children in hotels with no further delays. They are also calling for children to be cared for by local authority children’s social care, according to the law and with all the safeguards that brings, including having OFSTED oversight, and for an urgent independent inquiry: We request the end to this practice immediately with a commitment to an end date after which these practices will not be revived and an urgent independent inquiry given these significant matters of public concern following the reported failures to protect vulnerable children from harm. The charities have denounced the continued use of unsafe hotels by the Home Office to accommodate separated children, arguing the practice is unlawful and harmful: There is no legal basis for placing children in Home Office hotel accommodation and almost two years into the operation of the scheme which is both unlawful and harmful, it is no longer possible to justify the use of hotels as being ‘temporary’. It is a significant departure from the Children Act 1989 and established standards. Charities have previously issued multiple warnings to Ministers and government departments about the dangers of the Home Office accommodating children in these hotels. The latest revelations of children going missing surfaced last weekend, with over 100 children found to have been reported missing from a single Sussex hotel, with 79 who remain missing. The government confirmed that there were 440 occurrences of children having gone missing from hotels, and 200 children have never been found. The letter highlights the government’s continued failure to end the harmful practice: While the use of hotels for separated children was initially characterised by the Home Office as an “emergency” measure to be operated for “the very shortest of periods”, it has continued for some 18 months. Notwithstanding the unlawfulness of the practice and the hundreds of children that have gone missing and/or been abducted, the Home Office has repeatedly failed to commit to an end date for housing children in this way – despite a recommendation from the ICIBI in October 2022 to end these practices within six months. Enver Solomon, CEO of the Refugee Council, said: “We know from our work that children who have experienced unimaginable horror and upheaval coming to our country in search of safety are highly traumatised and vulnerable. Government has a very clear legal duty to protect them but is failing to do so with the equivalent of several classrooms of children seemingly having disappeared into the clutches of those who will exploit and abuse them. This is a child protection scandal that councils the police and ministers must urgently address to ensure every single separated child matters and is kept safe.” Patricia Durr, CEO of ECPAT UK (Every Child Protected Against Trafficking), said: “This is a national child protection failure - the shocking but inevitable consequence of the Home Office practice of directly accommodating separated children outside of the law. The Home Office has no authority, power or expertise in the care and protection of children. “Despite evidence of the risks and numerous representations, the government has ignored the warnings and is yet to commit to an exit strategy, seeming to prefer to entrench this discriminatory approach to some of the most vulnerable children with the greatest need of protection and care. “We need an urgent commitment to end this practice immediately and to ensure that separated children are cared for and protected as all other children within our legal and well-established child welfare framework.  Rather than setting up separate provision, the government must provide local authorities with sufficient funds to properly fulfil their legal duties to children.” —ENDS— Notes to editors: Refugee Council press office: [email protected] and 020 7346 1214. ECPAT UK press contact: [email protected] and 020 7607 2136 Previous ECPAT UK report from June 2022 highlighted these concerns Charities wrote to Ministers to highlight these concerns as early as 2021 The full letter and list of signatories is available here Published: 26 th January, 2023 Updated: 13 th March, 2024 Author: Patricia Durr Share this page Email Facebook Twitter"
ECPAT UK,"As UN Experts express alarm, coalition calls on the Government to end hostility towards survivors of trafficking and modern slavery",20-Dec-22,https://www.ecpat.org.uk/news/as-un-experts-express-alarm-coalition-calls-on-the-government-to-end-hostility-towards-survivors-of-trafficking-and-modern-slavery,"Today, UN experts expressed alarm at the UK Government’s use of unevidenced claims and sensationalist language towards survivors of trafficking and modern slavery, stating these attacks on the credibility of survivors and their legal representatives have a “chilling effect.” ECPAT UK has joined twenty other anti-slavery organisations calling on the Government to end its roll-back of rights and protection for survivors, and recommit to support, assistance and safeguarding for all victims of this grave crime. Read the coalition statement Published: 20 th December, 2022 Updated: 3 rd February, 2023 Author: Patricia Durr Share this page Email Facebook Twitter"
Migrants Organise,New Guide: Challenging Notice to Move to the Bibby Stockholm Barge,12-Dec-23,https://www.migrantsorganise.org/new-guide-challenging-notice-to-move-to-the-bibby-stockholm-barge/,"UPDATE: Please ensure you are using version 3.1 of our guide (updated 21 November 2023) as it takes into account the Home Office Failure to Travel to Bibby 2.0 policy. Migrants Organise has developed a new guide (Version 3.1 – updated 21 November 2023) for individuals, advisers and caseworkers to challenge notices for individuals to move to the Bibby Stockholm Barge , in light of Home Office plans to order asylum seekers back to the barge on October 19, following evacuation due to legionella onboard. Migrants Organise has developed a new guide to challenge notice to move to the Bibby Stockholm Barge . The guide is aimed at individuals, but also support workers and caseworkers. Download it here . Challenging Notice to move to the Bibby Stockholm Barge Guide – (V3.1) What is included in the guide to challenge notice to move to the Bibby Stockholm Barge? The guide provides a step-by-step guide on what needs to be done when an individual receives the notice. It also features links to further resources including: Template letter to request supporting letter from GP / medical professional Template letter to respond to the Home Office List of some legal aid public law solicitors Please note this guide is for informational purposes only and is not legal advice. Why challenge notice to move to the Bibby Stockholm Barge? From our extensive experience with the asylum support system, we know that the Bibby Stockholm is a precarious, unsustainable stopgap that will only exacerbate the harms of the hostile environment . No amount of repurposing can make the Bibby Stockholm safe or suitable as accommodation. That’s why it is crucial that individuals who have been instructed to return to the Bibby Stockholm Barge have access to clear, accurate information on how to challenge the notice should they wish to do so. How can you show solidarity with people instructed to move to the Bibby Stockholm? Please share this guide in your network to help make sure impacted individuals have this information. Use the hashtag #NoFloatingPrisons and stay informed with updates from Migrants Organise on social media and via email . If you are in London and interested in community organising work around the issue of housing and asylum support accommodation, please contact us . The Bibby Stockholm is unsafe and unsuitable. What we urgently need is community-based housing infrastructure to truly support and welcome people into our communities. Our position is informed by direct work with impacted individuals and organisers in Portland, and is reflected in our ongoing legal work around the Bibby Stockholm and housing under the hostile environment. Learn more here ."
Migrants Organise,Celebrating 30 Years of Migrants Organise,15-Nov-23,https://www.migrantsorganise.org/celebrating-30-years-of-migrants-organise/,"This month, November 2023, Migrants Organise is  marking  30 years of grassroots organising for dignity and justice. Illustration by Esme Hemmings Studio Migrants Organise came to life through gatherings in North Kensington living rooms, where migrant and refugee leaders would provide advice and support to their communities. The organisation became known as the The Refugees and Migrant Communities Forum (The Forum) and then in 2015 Migrants Organise. Since 1993, we grew and transformed,  into the organisation we are today: a platform where refugees and migrants organise for power, dignity and justice. Support us to continue our work for the next 30 years Our daily work combines advice and support for individuals at the sharp end of the  hostile environment immigration policies with community organising, advocacy, research and campaigning to help dismantle structural racism. In reflecting upon our history and looking ahead to the future, it is clear our greatest achievement will always be the solidarity we have built together with our community, made up of people like you. Donate to Migrants Organise Thank you for being on this journey with Migrants Organise. Together, we will keep standing up for a world where every person lives in dignity and justice. Join our Monthly Newsletter"
Migrants Organise,#EndColonialComplicity: Palestine Solidarity Statement,10-Nov-23,https://www.migrantsorganise.org/endcolonialcomplicity-palestine-solidarity-statement/,"Migrant and Anti-Racist Community Groups in Britain: Stop the ethnic cleansing in Palestine, and end Britain’s colonial complicity in crimes against the Palestinian people We are writing, as Black, brown, migrant and racialised groups in Britain, united in our shared struggle for justice and freedom, to demand an immediate end to the Israeli bombardment of Gaza, unrestricted humanitarian access and an end to the British complicity making Israel’s war crimes possible. We stand in solidarity with the Palestinian people in their struggle against settler colonialism and ethnic cleansing, and join the many calls to uphold the rights of the Palestinian people enshrined in international law. The scale of the assault currently being waged against the Palestinian people is reminiscent in intent and brute force of the ethnic cleansing and mass expulsion that took place during the Nakba or ‘Catastrophe’ of 1948, in which more than 750,000 Palestinians were forcibly displaced, dispossessed and expelled from their homes. Since launching its war on Gaza – the 6th major assault on its people since the illegal blockade was imposed – Israel has, as of 10 November 2023, killed more than 10,000 Palestinians, including four thousand children, and injured more than 22,000. Many thousands remain hidden under rubble, without hope of being saved as the carpet bombing continues. Over one million Palestinians have been made homeless – the majority already refugees. Water, food, electricity and all humanitarian assistance has all been cut off, with the United Nations, the World Health Organization and other international bodies describing ‘an unprecedented humanitarian catastrophe’, that is both ‘inhumane’ and tantamount to a ‘death sentence’. Meanwhile, at least 130 Palestinians in the West Bank have been killed by Israeli troops and settlers since the start of the Israeli aggression on Gaza, and more than 5,000 arrested as they continue to resist apartheid and settler violence in what was already the deadliest year to date for Palestinians in the West Bank. The unqualified support of the British government and opposition for Israel’s horrifying war crimes and crimes against humanity, which many human rights organisations are now describing as acts of genocide, are a dark legacy of British colonialism. The history of British sponsored dispossession is one we are familiar with. Many of us currently living in Britain arrived fleeing the wars, poverty and economic devastation imposed on the majority of the world’s population by British, European and US imperialism, just as our ancestors before us fled the massacres, enslavement, and famines of the British Empire. Britain carries an outstanding and ongoing colonial debt it has yet to settle with all the peoples of the countries it once colonised, including the Palestinian people. This is all the more obvious as Britain this week dispatches warships to join US fleets, in active collaboration with Israel’s war crimes, endorsing and overseeing accelerated ethnic cleansing in Palestine. In recent days we have witnessed an acceleration of Britain’s campaign to exclude and criminalise the participation in public life of Palestinians and those who stand in solidarity with them. Defamed and dehumanised in the media and by politicians, Palestinians have experienced increased harassment and detention by police, and expressions of their national identity, including the Palestinian flag, have been threatened with criminalisation. We recognise and identify the many attempts, small and large, to denigrate Palestinians in Britain, suppress their voice and make them invisible. As racialised and migrant communities, we reiterate our call for an immediate ceasefire and unrestricted humanitarian access. We also pledge, to ourselves and the communities we work with, to unite in a common struggle to challenge and dismantle imperialism once and for all, as we stand in solidarity with the Palestinian people in their struggle for liberation. We therefore demand: That the British Government calls for an immediate ceasefire and protection of medical facilities, lifting the siege and ensuring unrestricted humanitarian access to save lives in Gaza. That the British Government withdraws all diplomatic, military, economic and material support to Israel as it commits crimes against the Palestinian people, and that it imposes sanctions and a two-way arms embargo on Israel. That the British Government takes active steps to promote the rights of Palestinians to freedom, self-determination and return, as enshrined in international law. To bring these demands about, we call on: Civil society to unite in a focused campaign to end the Israeli bombardment of Gaza, and to end British state support for Israeli crimes. Trade unions and workers to heed the call by Palestinian trade unionists to stop and hinder the trade of arms with Israel and take concrete action against arms companies and other companies involved in implementing Israel’s brutal and illegal siege. Black, brown and migrant-led organisations and communities in Britain to unite in a campaign for anti-colonial justice, and create shared demands for apologies, reparations and an end to British imperialism overseas, and criminalisation at home. We confront this moment of great threat and grief together with courage, hope and the determination to act since the histories of our communities have taught us that out of great darkness can emerge a renewed commitment to freedom, to justice and to human dignity. SIGNED BY: A is for Activism Action Against Deportations and Detention African Caribbean and Asian Lawyers for Justice All African Women’s Group Anaka Women’s Collective Arab Film Club BARAC UK bare minimum collective Bees and Refugees Black Members Standing Committee UCU Black Protest Legal BLM UK Books Against Borders Brazil Matters Campaign Against Criminalising Communities CARAG (Coventry Asylum and Refugee Action Group) CivicLeicester Coalition of Anti-Racist Educators (C.A.R.E.) Congo Great Lakes Initiative Copwatch Network Cradle Community Divest Borders ESAScotland ESEA Sisters FALA: Feminist Assembly of Latin Americans Feminist Library GEM Collective Global Women Against Deportations Haringey Anti-Raids Haringey Welcome Hawiyya Dance Company Healing Justice London Hekayyatna HerStory Salford India Labour Solidarity (UK) Indian Workers Association Joint Council for the Welfare of Immigrants (JCWI) Journeys in Translation KaliMeraba CIC Kashmiri Scholars Consultative and Action Network (KSCAN) Khidr Collective Kurdish People’s Democratic Assembly of Britain Land in Our Names Lawyers for Justice in Libya LCAPSV Leeds Anti Raids Action LGBTQ+ Cypriot Diaspora Network LGSM Maqam MASI Movement of Asylum Seekers in Ireland Merseyside SKNB Migrant Media Migrants in Culture Migrants Organise Migrants Rights Network MPACUK Nejma Collective Network of Eritrean Women – UK Nijjor Manush No Borders in Climate Justice No Borders MCR No More Exclusions One Stop Advice & Training Centre Peace in Kurdistan Campaign People’s Tribunal on Police Killings Pride Of Arabia POMOC Racial Justice Network Rainbow Noir Regularise Remember & Resist Remember the Essex 39 Reproductive Justice Initiative Resolve Collective Revoke Rights Collective SACF – Syrian Art’s & Culture Festival Save Latin Village SEEAC Sheffield Black Lives Matter Sisters Uncut SOAS Detainee Support Solidarity Kitchen South Asia Solidarity Group South Yorkshire Migration and Asylum Action Group (SYMAAG) Southall Monitoring Group Southall Resists Stand with Kashmir Student Federation of India – UK Sudanese Community Information Centre SWARM Syria Solidarity Campaign Tamil Information Centre Terence MacSwiney Committee [London] The Anne Matthews Trust The Black Liberation Alliance The Decolonial Centre The Dyke Project Tipping Point Trans/form South Asia Tribe Named Athari Voice for Voiceless Immigration Detainees Yorkshire (VVIDY) Voice of Domestic Workers West London Resistance Collective WOC Azadi Collective Women of Colour Global Women’s Strike Yemeni Community Coordinating Council UK (YCCC) – representing over 20 Yemeni associations, charities and organisations Yemeni Cultural Gathering – London Yorkshire Resists Zander Community Centre"
Migrants Organise,The Justice for Omisha Campaign – Get Involved!,25-Oct-23,https://www.migrantsorganise.org/the-justice-for-omisha-campaign-get-involved/,"This blog was written by Reeja Shrestha , who is campaigning for justice after her daughter Omisha was charged £76,000 for her cancer treatment. I am expressing my gratitude to all the supporters who have signed the Justice for Omisha petition , and made it to this level. I saw immense support from people who realised what the Hostile Environment is and how it has affected migrants and refugees. Thank you for raising your voice against the injustice and becoming the voice of the voiceless. My daughter Omisha was diagnosed with Liver Cancer when she was 10 months old and as a result, she had a Liver Transplant when she was just a year old. This all happened when we, as a parents of Omisha, had no visa and no status. During that time, we were not allowed to do all those basic things that normal people do in their day-to-day lives. We had zero income and zero savings – the only things we had were bank credits, loans, one single rented room, and household expenses which resulted in depression and anxiety. We were sad, angry, helpless, and depressed — and even though we while explained our financial situation to the hospital, they continued to send us the bills. The response was always very rigid, cold, and had lack of empathy, which made us feel like we were the ones who were wrong. With Migrants Organise and the #PatientsNotPassports campaign, we fought with the overseas team of the hospital, and against the injustice system of NHS. We have participated in various events, leafleted in our local community, and I have spoken out to share my story with others. We started a petition for Omisha to cancel her NHS debt and saw many people supporting us. Then I knew that we were not wrong the whole time. With all the support from so many people, I have managed to uplift my confidence to talk more about our campaign and the fight against the Hostile Environment. I wrote to my local MP to discuss more about the debt, and with Migrants Organise and the Patients Not Passports campaign, we met him in person to put forward our demands. Our MP – Mr. Wes Streeting – helped us by writing to the CEO of the hospital. In response, the CEO of the hospital wrote us an apology letter and told us that the NHS charge of the family has been withdrawn and won’t be pursued now or in the future. This was a big win — but our campaign has not ended . The debt in our immigration history is still recorded in the Home Office file and it will affect our next visa process or will be questioned whenever we travel. Our MP also wrote to the Immigration Minister a few months ago, but sadly he said it cannot be canceled. The debt did cause a problem when I traveled last month with my older daughter, Shreeya. I was stopped at the Heathrow airport due to the debt recorded in the immigration history, and I was asked a question about it. I was told to show if there is any proof that I do not owe the debt to the hospital anymore. Thanks to the Migrants Organise team I had a letter and this helped me to convince the Border Agents that the hospital is not pursuing me for the debt. However, I was stopped, questioned and made to wait due to the debt recorded in my immigration history. The letter from the immigration minister where he mentioned about not causing any trouble while travelling was proved to be wrong. And so I am still involved and continue to take the Justice for Omisha campaign forward because this is how migrants are treated by the Home Office on a daily basis. I felt like a criminal who is being detained by the police officer – just because my daughter got sick. No one should feel like this and made to feel like you have done something wrong when you are a victim yourself, a victim of a hostile environment . I am and will still fight against this injustice and that no other migrants has to feel like what I have felt. Our campaign is still going strong and it will continue to grow until all the migrants and refugees will be treated the same and given equal rights and opportunities like any other human being. Therefore, our fight against the unjust system of border controls in the NHS is still going strong, and it will continue until everyone gets justice. We will continue to campaign until the end of the Hostile Environment for Migrants and refugees from its roots. I hope you will do your best to support the cause of the migrants and refugees who want justice. SIGN OMISHA’S PETITION HERE: https://change.org/justiceforomisha"
